CustomerID,Age,Tenure,MonthlySpend,SubscriptionType,TotalSpend,Churn,CLV,Segment
127,51,22,1510,0,33220,0,40624.98481,2
128,50,3,4770,0,14310,0,18758.83593,3
129,65,37,817,2,30229,1,29377.27618,0
130,40,41,4936,0,202376,1,213788.3298,3
131,41,18,4457,1,80226,0,70120.99373,3
132,54,11,2182,1,24002,1,35796.01143,2
133,52,48,2428,0,116544,0,100241.1674,2
134,61,2,668,0,1336,1,1226.480448,0
135,57,12,4316,2,51792,0,58829.61944,3
136,39,54,4555,2,245970,0,345757.639,3
137,44,6,1339,2,8034,0,8428.609321,0
138,52,43,1636,2,70348,0,94126.84125,2
139,18,59,736,2,43424,0,55288.47252,0
140,52,40,1151,2,46040,0,57414.86588,0
141,54,44,3013,1,132572,0,184475.5389,1
142,64,29,3206,0,92974,0,75301.42796,1
143,31,59,4194,2,247446,1,358897.4419,3
144,20,30,2040,1,61200,0,84484.04957,2
145,18,2,1050,0,2100,0,3058.664813,0
146,22,9,2171,0,19539,0,26485.33956,2
147,43,47,1391,0,65377,0,92509.36931,0
148,31,2,4120,2,8240,0,7763.354182,3
149,56,29,4828,2,140012,0,143296.7301,3
150,44,33,2262,2,74646,0,76187.79144,2
151,26,10,3246,0,32460,0,28448.4868,1
152,32,34,4599,0,156366,0,204949.7729,3
153,32,44,3758,1,165352,1,148042.8906,1
154,43,55,4711,1,259105,0,216807.7712,3
155,59,8,504,1,4032,0,5414.221246,0
156,30,37,3047,1,112739,0,161584.7748,1
157,68,54,2635,0,142290,0,189940.9778,2
158,49,33,3004,2,99132,0,136578.7709,1
159,56,47,2184,2,102648,0,124915.9618,2
160,66,6,4136,2,24816,0,35274.01919,3
161,69,44,912,2,40128,0,46054.60214,0
162,49,40,3095,1,123800,0,184688.0381,1
163,21,45,1881,0,84645,0,73843.49641,2
164,47,19,1533,2,29127,0,39799.90451,2
165,54,32,3398,0,108736,0,135808.2837,1
166,40,27,374,1,10098,0,12182.7548,0
167,56,1,3405,1,3405,0,4453.9694,1
168,62,43,1616,2,69488,0,96463.52452,2
169,32,52,2187,2,113724,0,159670.6393,2
170,60,33,1972,1,65076,0,60049.96408,2
171,46,40,4466,1,178640,0,167550.9489,3
172,53,32,1274,0,40768,0,33075.75338,0
173,30,5,4960,1,24800,0,22128.78507,3
174,49,17,791,0,13447,1,13241.49952,0
175,24,8,3178,1,25424,0,33171.33033,1
176,68,57,4182,0,238374,0,270086.6229,3
177,39,42,2610,1,109620,0,145852.9699,2
178,45,34,1047,1,35598,0,40602.19218,0
179,19,9,693,0,6237,0,7415.28292,0
180,59,56,745,0,41720,0,36619.58859,0
181,62,23,2486,2,57178,0,76823.83472,2
182,23,35,2897,2,101395,0,134925.1678,1
183,45,50,4037,1,201850,0,204936.9151,3
184,45,7,1740,1,12180,1,12545.45669,2
185,61,15,1083,0,16245,1,15494.10762,0
186,61,53,4156,1,220268,0,301698.3864,3
187,37,54,3294,2,177876,0,235313.0073,1
188,47,20,2565,0,51300,0,62914.49528,2
189,28,50,3547,1,177350,0,171528.57,1
190,45,25,3271,0,81775,0,75257.31439,1
191,42,3,3875,2,11625,0,9709.062776,3
192,56,55,4915,2,270325,0,224890.9467,3
193,50,46,1152,2,52992,1,49335.30282,0
194,18,24,3500,1,84000,1,73111.3129,1
195,44,34,3935,1,133790,0,159113.1519,3
196,69,46,3379,1,155434,1,163308.7666,1
197,30,22,3163,1,69586,0,77342.19804,1
198,58,11,4227,1,46497,0,56533.23928,3
199,20,48,3447,1,165456,0,208701.4369,1
200,56,8,4615,2,36920,0,46288.12525,3
201,23,39,3557,2,138723,0,136309.1658,1
202,25,43,2904,1,124872,1,170667.4217,1
203,44,35,1237,2,43295,0,62448.56811,0
204,26,49,270,0,13230,0,13509.90503,0
205,54,46,3074,1,141404,0,114812.3827,1
206,50,38,305,0,11590,0,16566.83792,0
207,68,8,969,1,7752,1,11213.14484,0
208,59,54,2209,1,119286,0,99682.83796,2
209,61,37,3140,2,116180,0,93347.09979,1
210,41,27,2392,0,64584,0,88575.88055,2
211,32,28,3695,2,103460,0,104600.5791,1
212,49,40,4511,1,180440,0,259871.0444,3
213,49,34,4555,0,154870,0,147392.954,3
214,41,32,1133,1,36256,1,50860.21523,0
215,58,15,774,2,11610,1,9845.87198,0
216,69,44,4130,1,181720,1,178530.0495,3
217,66,17,4580,1,77860,0,115325.4702,3
218,66,33,4287,2,141471,1,136072.1353,3
219,69,47,2731,1,128357,0,114636.8033,1
220,29,46,2619,0,120474,1,168656.1615,2
221,56,52,269,2,13988,1,12343.85823,0
222,19,54,4674,1,252396,1,219135.0724,3
223,20,16,1502,2,24032,1,24666.38698,2
224,66,29,4014,1,116406,0,144894.0351,3
225,54,9,2549,2,22941,0,29766.46279,2
226,66,33,454,2,14982,0,21227.50362,0
227,34,49,1907,0,93443,0,110135.477,2
228,66,29,4987,2,144623,0,155526.4824,3
229,19,13,1033,0,13429,0,14116.34501,0
230,19,21,2964,2,62244,0,86695.4294,1
231,45,58,2671,2,154918,0,202426.8141,1
232,40,21,3942,1,82782,1,118692.8572,3
233,54,5,2235,1,11175,0,16481.16735,2
234,49,10,2167,1,21670,0,21887.47113,2
235,50,6,299,2,1794,0,2100.364758,0
236,18,56,2052,2,114912,1,142752.2548,2
237,36,51,3383,0,172533,0,157814.9452,1
238,19,57,2555,0,145635,0,121946.4367,2
239,61,13,311,0,4043,1,5690.258653,0
240,43,1,3358,1,3358,0,3945.201564,1
241,49,20,382,1,7640,0,9164.500509,0
242,23,57,4052,0,230964,0,274486.8658,3
243,49,47,364,2,17108,0,22727.50742,0
244,21,46,2337,1,107502,0,96950.82504,2
245,28,8,2223,1,17784,0,21871.36623,2
246,34,10,654,0,6540,0,7381.277204,0
247,55,9,2485,1,22365,0,31934.32847,2
248,41,49,741,0,36309,0,42254.04164,0
249,22,41,2865,1,117465,0,171505.2997,1
250,69,3,2649,2,7947,1,8322.711081,1
251,51,11,4133,2,45463,0,67140.95383,3
252,23,12,3086,1,37032,1,52311.79439,1
253,39,10,4814,0,48140,0,58200.50434,3
254,28,25,4492,1,112300,0,117645.1379,3
255,65,49,4104,0,201096,0,213794.4784,3
256,33,49,1888,1,92512,0,124051.7887,2
257,50,25,1837,2,45925,0,55405.84636,2
258,26,11,4928,2,54208,0,58604.88188,3
259,23,54,4870,1,262980,0,327472.8136,3
260,33,36,4282,1,154152,0,202442.1763,3
261,46,39,2090,1,81510,1,66514.63455,2
262,20,53,3405,2,180465,1,155723.9633,1
263,37,26,677,2,17602,0,15245.79291,0
264,53,14,2566,0,35924,0,34571.59301,2
265,36,39,2726,1,106314,0,116827.7431,1
266,43,56,566,1,31696,0,43187.54105,0
267,20,40,2036,2,81440,0,85167.45379,2
268,36,1,1915,1,1915,1,1555.428975,2
269,37,56,212,0,11872,1,13514.53034,0
270,49,54,735,1,39690,0,59441.33227,0
271,24,4,3439,2,13756,0,14365.59297,1
272,69,30,2517,1,75510,0,111217.0301,2
273,58,12,4242,2,50904,0,44334.41079,3
274,50,56,575,0,32200,0,29661.66629,0
275,57,35,1924,0,67340,0,88005.66614,2
276,56,13,456,1,5928,0,6822.231178,0
277,35,52,2464,1,128128,1,171125.8685,2
278,57,31,649,2,20119,0,28256.95124,0
279,18,38,1093,0,41534,0,40527.19147,0
280,28,43,3412,0,146716,1,187500.1752,1
281,45,23,1384,0,31832,0,39004.4138,0
282,42,4,3423,0,13692,0,19210.89633,1
283,67,52,1508,1,78416,1,86341.71923,2
284,40,16,4905,1,78480,1,65633.55398,3
285,48,7,1116,2,7812,0,9389.479418,0
286,47,22,347,0,7634,0,11231.25396,0
287,59,29,4951,1,143579,0,116333.7111,3
288,52,11,2314,1,25454,0,24644.06879,2
289,24,56,4216,0,236096,0,241112.4387,3
290,33,33,4140,1,136620,0,182536.2362,3
291,43,58,4271,2,247718,1,254231.4589,3
292,65,29,2995,2,86855,0,84019.94026,1
293,69,59,642,0,37878,1,47498.65633,0
294,66,39,3144,2,122616,0,102075.8216,1
295,19,12,4136,1,49632,0,45632.54435,3
296,18,7,598,2,4186,1,4544.410176,0
297,65,59,1351,1,79709,0,83608.36218,0
298,29,55,3992,0,219560,0,229004.6091,3
299,22,39,3195,0,124605,0,109152.5482,1
300,54,42,2416,1,101472,0,106808.2109,2
301,49,48,1907,1,91536,0,124360.3465,2
302,26,26,3531,2,91806,0,100040.1666,1
303,58,40,2187,1,87480,0,105878.7787,2
304,52,9,4802,0,43218,0,39523.10244,3
305,36,41,2768,1,113488,0,96328.38225,1
306,65,34,360,2,12240,0,17331.46337,0
307,33,45,4635,2,208575,0,215241.2275,3
308,20,13,4104,1,53352,0,55765.43444,3
309,37,55,3773,2,207515,0,293505.3759,1
310,41,55,3377,2,185735,1,240608.538,1
311,50,36,2025,0,72900,0,96912.08614,2
312,41,25,4124,1,103100,0,131700.1915,3
313,69,24,1823,0,43752,0,38241.63561,2
314,28,44,1376,0,60544,0,89035.82929,0
315,66,17,3920,2,66640,0,95721.38952,3
316,25,2,3420,0,6840,0,6603.021967,1
317,53,13,3459,1,44967,0,61280.84476,1
318,55,31,330,1,10230,0,11115.68785,0
319,57,29,3762,1,109098,1,139496.7261,1
320,37,50,1699,0,84950,0,77807.58238,2
321,52,28,2988,1,83664,0,98471.52198,1
322,65,27,3908,1,105516,0,93764.83183,3
323,42,15,1907,0,28605,1,33619.94324,2
324,52,31,1969,0,61039,0,59239.31204,2
325,42,40,1518,0,60720,0,67807.63734,2
326,46,15,3579,0,53685,0,68049.95483,1
327,35,33,2973,2,98109,0,138721.4371,1
328,63,20,3190,0,63800,0,58421.80688,1
329,35,42,3244,0,136248,0,194192.6913,1
330,19,12,575,1,6900,0,7403.881839,0
331,52,37,3236,1,119732,0,166506.2155,1
332,33,9,860,0,7740,1,8968.984622,0
333,58,23,1603,0,36869,1,51747.33748,2
334,53,8,940,0,7520,0,9505.105891,0
335,50,32,503,1,16096,0,18608.6065,0
336,21,48,1285,1,61680,0,62838.16802,0
337,50,14,3379,0,47306,0,69929.44931,1
338,31,27,1410,1,38070,0,51799.12168,2
339,38,25,3234,1,80850,0,86253.28874,1
340,65,13,428,0,5564,1,5100.55505,0
341,37,55,3319,1,182545,0,245646.2051,1
342,25,21,2054,0,43134,0,64397.37984,2
343,24,45,467,2,21015,0,20915.86106,0
344,20,31,2974,2,92194,0,132861.1561,1
345,34,37,3049,2,112813,1,100150.8118,1
346,50,48,4549,1,218352,0,320222.898,3
347,65,58,2334,2,135372,1,178926.2135,2
348,29,43,3659,1,157337,0,164042.2876,1
349,68,54,2469,0,133326,0,135091.5396,2
350,39,5,1189,2,5945,1,7433.656225,0
351,39,13,4692,1,60996,0,74137.89307,3
352,63,28,1137,2,31836,0,45947.48818,0
353,47,43,639,1,27477,0,36719.44382,0
354,55,25,2558,1,63950,0,75349.43352,2
355,55,51,2207,0,112557,0,163128.4199,2
356,62,35,3545,1,124075,0,150740.1372,1
357,68,47,4330,1,203510,0,283851.5526,3
358,25,39,3943,2,153777,0,213543.9467,3
359,44,7,718,0,5026,1,7254.711353,0
360,44,38,468,1,17784,0,15068.76417,0
361,51,32,4933,2,157856,0,190796.4063,3
362,38,3,4385,0,13155,0,14837.19318,3
363,47,45,1588,1,71460,0,81705.91111,2
364,50,39,1894,2,73866,0,82873.02965,2
365,45,37,3473,0,128501,0,178131.5149,1
366,64,55,1589,0,87395,0,89396.61015,2
367,50,50,4065,0,203250,0,228437.9101,3
368,22,22,3229,0,71038,0,66809.66054,1
369,65,8,2535,1,20280,0,19797.36908,2
370,36,17,3874,1,65858,0,83132.16209,3
371,21,52,4776,0,248352,0,219010.4919,3
372,52,27,700,0,18900,0,17604.88256,0
373,66,33,1861,1,61413,0,71830.13048,2
374,34,46,2299,2,105754,0,87843.62096,2
375,61,17,302,0,5134,0,4563.350251,0
376,45,42,2946,1,123732,1,173762.6701,1
377,47,12,3476,1,41712,0,58075.73173,1
378,46,48,3285,2,157680,0,164530.1354,1
379,63,46,3737,1,171902,0,179395.8822,1
380,23,27,1527,0,41229,0,60011.31682,2
381,52,48,2674,1,128352,0,105003.3333,1
382,58,8,1879,0,15032,1,18131.70151,2
383,54,23,3946,1,90758,0,110558.9819,3
384,41,42,2762,0,116004,0,156781.8359,1
385,46,49,4363,0,213787,0,313459.9213,3
386,66,59,3517,1,207503,1,217687.1043,1
387,63,29,2636,0,76444,0,84584.01943,1
388,48,50,507,1,25350,0,32192.19154,0
389,52,20,4196,1,83920,1,123957.4042,3
390,50,16,1289,1,20624,0,29359.39105,0
391,69,17,4755,0,80835,0,102412.8607,3
392,38,16,2594,1,41504,1,58093.41858,2
393,49,19,4204,2,79876,0,68664.85239,3
394,40,56,866,0,48496,0,51599.20375,0
395,50,56,4363,2,244328,1,197701.6043,3
396,20,8,2434,2,19472,1,17996.6176,2
397,35,38,1436,2,54568,0,67737.70304,2
398,42,38,1823,2,69274,0,98361.67715,2
399,59,53,1574,1,83422,0,103689.0593,2
400,48,29,3511,2,101819,0,128790.5145,1
401,20,41,376,0,15416,0,13453.15971,0
402,57,36,1553,2,55908,1,70746.11423,2
403,63,26,3128,2,81328,0,90928.17688,1
404,41,31,825,2,25575,0,32122.40875,0
405,67,44,2854,1,125576,0,129132.4601,1
406,49,12,3808,2,45696,1,55156.90711,1
407,64,55,3915,2,215325,0,236178.9049,3
408,39,17,4474,2,76058,1,90588.57201,3
409,40,15,594,0,8910,1,8045.397326,0
410,19,9,1368,1,12312,1,13260.97692,0
411,44,39,397,1,15483,1,16442.86952,0
412,59,42,1168,1,49056,1,64531.99872,0
413,19,48,4108,0,197184,1,255252.0575,3
414,43,12,3355,2,40260,0,57821.45545,1
415,34,32,4964,0,158848,0,197358.9367,3
416,57,25,2704,1,67600,0,68964.37018,1
417,50,39,1476,1,57564,0,77611.08116,2
418,26,18,4367,1,78606,0,90231.69774,3
419,60,15,4518,0,67770,0,63395.12442,3
420,65,32,1469,1,47008,1,62200.42281,2
421,56,6,1564,2,9384,0,8377.772232,2
422,46,58,1123,0,65134,0,60229.88735,0
423,59,44,670,2,29480,0,39241.68734,0
424,43,43,3216,1,138288,0,185181.6386,1
425,52,52,2254,1,117208,0,158646.5237,2
426,67,35,4483,0,156905,1,157740.9251,3
427,42,34,2251,2,76534,0,107653.5831,2
428,41,38,3154,0,119852,0,156510.855,1
429,30,56,1348,2,75488,0,104458.5723,0
430,24,54,3286,1,177444,0,229971.6541,1
431,53,57,1159,0,66063,1,79653.3166,0
432,62,5,829,0,4145,0,3633.40893,0
433,37,18,974,2,17532,1,22750.49357,0
434,18,16,559,1,8944,0,11478.03682,0
435,25,8,717,1,5736,0,5843.514398,0
436,63,25,1543,2,38575,1,50728.97331,2
437,33,32,2169,2,69408,1,82270.56475,2
438,31,26,3427,2,89102,0,106172.5503,1
439,29,52,3099,2,161148,0,170385.5311,1
440,68,22,1134,2,24948,0,21997.88725,0
441,40,31,2186,1,67766,0,64503.06171,2
442,32,43,576,1,24768,0,33144.09567,0
443,45,10,3760,0,37600,0,37224.34161,1
444,51,56,1974,1,110544,0,88609.54315,2
445,19,57,1705,2,97185,0,145574.5967,2
446,49,12,2854,1,34248,0,32449.2116,1
447,40,53,1210,1,64130,1,80724.80494,0
448,39,28,3677,1,102956,0,149167.3273,1
449,68,6,1430,0,8580,0,10465.87468,2
450,42,59,1377,0,81243,0,110435.351,0
451,39,20,4057,2,81140,0,120367.9605,3
452,39,5,2295,2,11475,0,16090.86922,2
453,66,23,1872,0,43056,0,51259.58291,2
454,69,9,2128,1,19152,0,20197.54697,2
455,59,58,4039,1,234262,0,266525.7608,3
456,23,59,3378,0,199302,0,276885.9473,1
457,32,29,4468,2,129572,0,181057.2045,3
458,60,16,2753,1,44048,0,61319.15233,1
459,54,54,2645,2,142830,0,173975.093,1
460,50,46,4589,1,211094,0,239352.9728,3
461,25,22,751,2,16522,0,16818.34915,0
462,61,8,3097,1,24776,0,19879.08798,1
463,61,59,1239,2,73101,0,97600.04645,0
464,22,20,1084,2,21680,0,21547.7259,0
465,56,51,3251,2,165801,0,170903.4473,1
466,21,14,4429,0,62006,0,86215.42778,3
467,23,39,3797,2,148083,0,123882.6557,1
468,62,37,2755,0,101935,1,147737.8849,1
469,49,50,1289,0,64450,0,51621.44313,0
470,69,34,4775,2,162350,0,236611.8741,3
471,47,11,658,0,7238,1,8094.479371,0
472,64,54,4921,0,265734,0,231583.4176,3
473,52,40,4454,0,178160,0,226604.0124,3
474,57,33,2207,1,72831,0,103937.0835,2
475,69,31,2120,2,65720,0,72729.10187,2
476,33,59,4727,0,278893,0,358084.816,3
477,30,54,1203,2,64962,0,96504.55272,0
478,67,44,3283,0,144452,0,139900.4008,1
479,59,34,2314,2,78676,0,108125.577,2
480,47,50,2789,0,139450,0,140379.5704,1
481,36,7,2343,1,16401,0,18015.45408,2
482,34,58,4510,1,261580,1,260857.0211,3
483,36,49,2441,1,119609,0,133030.1135,2
484,45,54,2286,0,123444,1,99194.94736,2
485,43,23,1138,2,26174,0,26498.74587,0
486,54,46,4501,0,207046,0,230174.2483,3
487,43,56,4170,1,233520,0,290164.5094,3
488,40,7,4199,0,29393,1,36628.17436,3
489,26,54,4850,2,261900,0,316545.4174,3
490,29,25,3608,1,90200,0,90662.02972,1
491,18,3,970,0,2910,0,4257.862592,0
492,18,59,448,2,26432,0,28397.98247,0
493,64,38,572,1,21736,0,20688.88469,0
494,51,20,3126,2,62520,0,74283.70429,1
495,49,34,4057,2,137938,1,182664.406,3
496,65,49,901,1,44149,1,35697.27,0
497,42,44,2385,0,104940,1,104251.6781,2
498,57,44,1141,0,50204,0,69155.23168,0
499,62,30,4114,0,123420,0,142539.5803,3
500,18,17,993,0,16881,0,18331.78375,0
501,33,59,877,2,51743,1,75111.73744,0
502,56,10,1761,0,17610,0,15191.69914,2
503,22,35,4253,0,148855,0,183225.4916,3
504,39,20,652,2,13040,1,13555.4986,0
505,46,18,2666,2,47988,0,40769.47127,1
506,20,45,3856,1,173520,0,164778.263,3
507,29,44,4346,2,191224,0,237032.3305,3
508,43,27,3954,1,106758,0,87519.55223,3
509,33,59,409,1,24131,1,29308.88931,0
510,68,59,2126,0,125434,0,184362.303,2
511,54,49,4166,0,204134,0,276921.4977,3
512,39,36,2077,0,74772,0,77906.28937,2
513,46,23,826,2,18998,0,17036.36821,0
514,31,32,2926,2,93632,0,105387.0392,1
515,45,10,1658,0,16580,0,17824.58276,2
516,22,11,3024,0,33264,0,49237.80763,1
517,64,38,1450,2,55100,0,82259.21086,2
518,66,6,4958,1,29748,0,32348.25065,3
519,47,59,4563,1,269217,0,243412.2244,3
520,63,41,2363,0,96883,0,139262.2095,2
521,69,47,1823,0,85681,0,116138.847,2
522,22,34,2053,0,69802,0,80823.17352,2
523,29,36,953,1,34308,1,36220.61096,0
524,33,37,2068,0,76516,0,85217.09953,2
525,43,17,381,1,6477,0,9270.639061,0
526,43,40,1713,2,68520,0,63672.23833,2
527,65,40,1102,2,44080,0,60158.11233,0
528,38,54,3544,2,191376,0,155537.6754,1
529,56,12,3653,0,43836,0,63316.73572,1
530,53,21,3807,2,79947,0,91955.68663,1
531,50,40,2756,1,110240,0,105689.6763,1
532,47,19,2339,1,44441,0,35641.66209,2
533,54,3,4444,1,13332,0,15887.51146,3
534,40,18,2364,0,42552,0,41324.01351,2
535,27,53,2812,0,149036,0,185085.5781,1
536,22,51,2221,1,113271,0,112910.628,2
537,53,19,3021,1,57399,0,49455.94388,1
538,51,47,2481,1,116607,0,134510.3888,2
539,69,6,1770,1,10620,0,12692.38696,2
540,48,16,2172,2,34752,1,38811.486,2
541,27,8,4186,1,33488,0,37527.48625,3
542,36,48,2444,0,117312,0,142270.7251,2
543,49,18,2642,0,47556,1,55566.68725,1
544,18,52,913,0,47476,0,42386.44353,0
545,22,48,3745,0,179760,0,168607.6811,1
546,62,43,422,0,18146,1,16317.85817,0
547,21,39,1063,1,41457,0,53284.96847,0
548,33,49,4825,1,236425,0,276621.7157,3
549,41,49,1625,2,79625,0,87659.04995,2
550,33,12,2504,2,30048,1,40830.34309,2
551,19,45,853,2,38385,0,39461.93961,0
552,66,10,1359,1,13590,0,16276.39869,0
553,45,7,2042,2,14294,0,12179.70758,2
554,49,46,643,1,29578,0,39074.98879,0
555,44,55,2665,0,146575,0,188588.4828,1
556,37,1,4869,1,4869,1,6629.950491,3
557,41,49,4636,1,227164,0,322375.9676,3
558,29,36,3057,0,110052,0,146437.3688,1
559,67,21,1480,0,31080,0,43236.72205,2
560,52,37,3239,0,119843,0,124871.3989,1
561,50,52,3995,2,207740,0,216119.4325,3
562,50,24,3837,2,92088,0,134541.5417,3
563,68,55,3958,2,217690,1,313517.6116,3
564,60,25,299,0,7475,0,8850.012337,0
565,54,7,2286,2,16002,0,16907.57158,2
566,29,42,2510,0,105420,0,148241.7169,2
567,20,17,4445,0,75565,0,77558.99356,3
568,18,29,2937,0,85173,0,77298.29264,1
569,50,30,1807,2,54210,0,67634.82854,2
570,57,7,3153,2,22071,0,18315.29417,1
571,27,33,4181,0,137973,0,146992.4791,3
572,60,7,3394,2,23758,0,32438.33385,1
573,61,58,4539,1,263262,0,265013.0443,3
574,46,24,4882,2,117168,1,170118.6604,3
575,30,11,3292,0,36212,1,53198.22598,1
576,29,9,3162,0,28458,0,39017.9502,1
577,48,12,2862,0,34344,0,51218.9355,1
578,63,35,1055,1,36925,0,43258.92537,0
579,19,4,2346,0,9384,0,11246.15802,2
580,68,36,1586,0,57096,0,79096.04634,2
581,67,28,1916,2,53648,0,61425.01145,2
582,52,57,4351,1,248007,0,269014.1861,3
583,40,13,1925,2,25025,1,30788.94603,2
584,34,23,2153,0,49519,0,62411.84892,2
