CustomerID,Age,Tenure,MonthlySpend,SubscriptionType,TotalSpend,Churn,CLV,Segment
336,21,48,1285,1,61680,0,62838.16801842219,0
337,50,14,3379,0,47306,0,69929.44930922169,1
338,31,27,1410,1,38070,0,51799.12167915236,2
339,38,25,3234,1,80850,0,86253.28874482414,1
340,65,13,428,0,5564,1,5100.555050246373,0
341,37,55,3319,1,182545,0,245646.20509097897,1
342,25,21,2054,0,43134,0,64397.37983730536,2
343,24,45,467,2,21015,0,20915.861057764163,0
344,20,31,2974,2,92194,0,132861.15606359683,1
345,34,37,3049,2,112813,1,100150.81178664304,1
346,50,48,4549,1,218352,0,320222.8980198806,3
347,65,58,2334,2,135372,1,178926.21347866964,2
348,29,43,3659,1,157337,0,164042.2876465643,1
349,68,54,2469,0,133326,0,135091.53963762737,2
350,39,5,1189,2,5945,1,7433.656225418611,0
351,39,13,4692,1,60996,0,74137.89306905377,3
352,63,28,1137,2,31836,0,45947.488180127104,0
353,47,43,639,1,27477,0,36719.44381906661,0
354,55,25,2558,1,63950,0,75349.43352077184,2
355,55,51,2207,0,112557,0,163128.4199219622,2
356,62,35,3545,1,124075,0,150740.1371578684,1
357,68,47,4330,1,203510,0,283851.5526337131,3
358,25,39,3943,2,153777,0,213543.9467481564,3
359,44,7,718,0,5026,1,7254.711352756259,0
360,44,38,468,1,17784,0,15068.76416698732,0
361,51,32,4933,2,157856,0,190796.40625238465,3
362,38,3,4385,0,13155,0,14837.193175798608,3
363,47,45,1588,1,71460,0,81705.91110566986,2
364,50,39,1894,2,73866,0,82873.02965290695,2
365,45,37,3473,0,128501,0,178131.51494022217,1
366,64,55,1589,0,87395,0,89396.61014882736,2
367,50,50,4065,0,203250,0,228437.91013887676,3
368,22,22,3229,0,71038,0,66809.66053782513,1
369,65,8,2535,1,20280,0,19797.369079667533,2
370,36,17,3874,1,65858,0,83132.16209420265,3
371,21,52,4776,0,248352,0,219010.4918954999,3
372,52,27,700,0,18900,0,17604.88255945958,0
373,66,33,1861,1,61413,0,71830.13048486719,2
374,34,46,2299,2,105754,0,87843.62095944038,2
375,61,17,302,0,5134,0,4563.350250517004,0
376,45,42,2946,1,123732,1,173762.67009096366,1
377,47,12,3476,1,41712,0,58075.73172638861,1
378,46,48,3285,2,157680,0,164530.13537066572,1
379,63,46,3737,1,171902,0,179395.88215923627,1
380,23,27,1527,0,41229,0,60011.31682039392,2
381,52,48,2674,1,128352,0,105003.33331752064,1
382,58,8,1879,0,15032,1,18131.70150688845,2
383,54,23,3946,1,90758,0,110558.98192080484,3
384,41,42,2762,0,116004,0,156781.83593893898,1
385,46,49,4363,0,213787,0,313459.92126831645,3
386,66,59,3517,1,207503,1,217687.1042559785,1
387,63,29,2636,0,76444,0,84584.0194314094,1
388,48,50,507,1,25350,0,32192.191536830545,0
389,52,20,4196,1,83920,1,123957.40418298633,3
390,50,16,1289,1,20624,0,29359.3910524261,0
391,69,17,4755,0,80835,0,102412.86066353384,3
392,38,16,2594,1,41504,1,58093.41858304387,2
393,49,19,4204,2,79876,0,68664.85238531906,3
394,40,56,866,0,48496,0,51599.20375438042,0
395,50,56,4363,2,244328,1,197701.60430237555,3
396,20,8,2434,2,19472,1,17996.61759639206,2
397,35,38,1436,2,54568,0,67737.70303776086,2
398,42,38,1823,2,69274,0,98361.67714576822,2
399,59,53,1574,1,83422,0,103689.05931409488,2
400,48,29,3511,2,101819,0,128790.51454225367,1
401,20,41,376,0,15416,0,13453.159706640725,0
402,57,36,1553,2,55908,1,70746.11422818966,2
403,63,26,3128,2,81328,0,90928.17688114107,1
404,41,31,825,2,25575,0,32122.4087458936,0
405,67,44,2854,1,125576,0,129132.46008162234,1
406,49,12,3808,2,45696,1,55156.90711316816,1
407,64,55,3915,2,215325,0,236178.90493809292,3
408,39,17,4474,2,76058,1,90588.57201359588,3
409,40,15,594,0,8910,1,8045.397325822963,0
410,19,9,1368,1,12312,1,13260.97691841521,0
411,44,39,397,1,15483,1,16442.86951521551,0
412,59,42,1168,1,49056,1,64531.99872360091,0
413,19,48,4108,0,197184,1,255252.05752159533,3
414,43,12,3355,2,40260,0,57821.45545309842,1
415,34,32,4964,0,158848,0,197358.93670610097,3
416,57,25,2704,1,67600,0,68964.37018182717,1
417,50,39,1476,1,57564,0,77611.08116013503,2
418,26,18,4367,1,78606,0,90231.69773732296,3
419,60,15,4518,0,67770,0,63395.12441903286,3
420,65,32,1469,1,47008,1,62200.42281218509,2
421,56,6,1564,2,9384,0,8377.772232200472,2
422,46,58,1123,0,65134,0,60229.88735416977,0
423,59,44,670,2,29480,0,39241.6873391877,0
424,43,43,3216,1,138288,0,185181.6386176112,1
425,52,52,2254,1,117208,0,158646.52366780312,2
426,67,35,4483,0,156905,1,157740.9250526673,3
427,42,34,2251,2,76534,0,107653.58312373028,2
428,41,38,3154,0,119852,0,156510.85500192843,1
429,30,56,1348,2,75488,0,104458.57226854812,0
430,24,54,3286,1,177444,0,229971.654144799,1
431,53,57,1159,0,66063,1,79653.31659791165,0
432,62,5,829,0,4145,0,3633.4089297220175,0
433,37,18,974,2,17532,1,22750.4935675591,0
434,18,16,559,1,8944,0,11478.0368229886,0
435,25,8,717,1,5736,0,5843.514398373402,0
436,63,25,1543,2,38575,1,50728.97331367612,2
437,33,32,2169,2,69408,1,82270.5647511931,2
438,31,26,3427,2,89102,0,106172.55026668675,1
439,29,52,3099,2,161148,0,170385.531143872,1
440,68,22,1134,2,24948,0,21997.88724794761,0
441,40,31,2186,1,67766,0,64503.06171302263,2
442,32,43,576,1,24768,0,33144.09567287924,0
443,45,10,3760,0,37600,0,37224.34160907825,1
444,51,56,1974,1,110544,0,88609.5431469331,2
445,19,57,1705,2,97185,0,145574.59665086877,2
446,49,12,2854,1,34248,0,32449.21160143525,1
447,40,53,1210,1,64130,1,80724.80493594085,0
448,39,28,3677,1,102956,0,149167.32733211617,1
449,68,6,1430,0,8580,0,10465.874684211429,2
450,42,59,1377,0,81243,0,110435.3509829146,0
451,39,20,4057,2,81140,0,120367.96050662838,3
452,39,5,2295,2,11475,0,16090.869218781008,2
453,66,23,1872,0,43056,0,51259.58290949488,2
454,69,9,2128,1,19152,0,20197.54696721491,2
455,59,58,4039,1,234262,0,266525.7607530333,3
456,23,59,3378,0,199302,0,276885.9472808983,1
457,32,29,4468,2,129572,0,181057.20448250716,3
458,60,16,2753,1,44048,0,61319.15233402885,1
459,54,54,2645,2,142830,0,173975.09301134883,1
460,50,46,4589,1,211094,0,239352.9727521879,3
461,25,22,751,2,16522,0,16818.349153968767,0
462,61,8,3097,1,24776,0,19879.08798359124,1
463,61,59,1239,2,73101,0,97600.04644964472,0
464,22,20,1084,2,21680,0,21547.725897493296,0
465,56,51,3251,2,165801,0,170903.44731294902,1
466,21,14,4429,0,62006,0,86215.42777950606,3
467,23,39,3797,2,148083,0,123882.65567013231,1
468,62,37,2755,0,101935,1,147737.8849409798,1
469,49,50,1289,0,64450,0,51621.44313081322,0
470,69,34,4775,2,162350,0,236611.87405433328,3
471,47,11,658,0,7238,1,8094.479370923237,0
472,64,54,4921,0,265734,0,231583.41757046556,3
473,52,40,4454,0,178160,0,226604.01243138296,3
474,57,33,2207,1,72831,0,103937.08353919162,2
475,69,31,2120,2,65720,0,72729.1018662579,2
476,33,59,4727,0,278893,0,358084.81595017726,3
477,30,54,1203,2,64962,0,96504.55272025584,0
478,67,44,3283,0,144452,0,139900.4007708937,1
479,59,34,2314,2,78676,0,108125.5770309946,2
480,47,50,2789,0,139450,0,140379.57042892466,1
481,36,7,2343,1,16401,0,18015.45408420703,2
482,34,58,4510,1,261580,1,260857.02111705943,3
483,36,49,2441,1,119609,0,133030.11345291988,2
484,45,54,2286,0,123444,1,99194.94736335384,2
485,43,23,1138,2,26174,0,26498.745873015767,0
486,54,46,4501,0,207046,0,230174.2483334309,3
487,43,56,4170,1,233520,0,290164.50938933325,3
488,40,7,4199,0,29393,1,36628.17435958344,3
489,26,54,4850,2,261900,0,316545.41743419546,3
490,29,25,3608,1,90200,0,90662.02972045763,1
491,18,3,970,0,2910,0,4257.862591561114,0
492,18,59,448,2,26432,0,28397.98246678732,0
493,64,38,572,1,21736,0,20688.88469474051,0
494,51,20,3126,2,62520,0,74283.7042916298,1
495,49,34,4057,2,137938,1,182664.40600622343,3
496,65,49,901,1,44149,1,35697.27000457116,0
497,42,44,2385,0,104940,1,104251.67809526212,2
498,57,44,1141,0,50204,0,69155.23167835234,0
499,62,30,4114,0,123420,0,142539.58034195538,3
500,18,17,993,0,16881,0,18331.78374872947,0
501,33,59,877,2,51743,1,75111.73743659929,0
502,56,10,1761,0,17610,0,15191.699142233232,2
503,22,35,4253,0,148855,0,183225.4915657507,3
504,39,20,652,2,13040,1,13555.498601873198,0
505,46,18,2666,2,47988,0,40769.47126609665,1
506,20,45,3856,1,173520,0,164778.26299390467,3
507,29,44,4346,2,191224,0,237032.33050821204,3
508,43,27,3954,1,106758,0,87519.55223311139,3
509,33,59,409,1,24131,1,29308.8893149123,0
510,68,59,2126,0,125434,0,184362.30301447996,2
511,54,49,4166,0,204134,0,276921.4977171248,3
512,39,36,2077,0,74772,0,77906.28937116521,2
513,46,23,826,2,18998,0,17036.368205904488,0
514,31,32,2926,2,93632,0,105387.039153298,1
515,45,10,1658,0,16580,0,17824.582762286573,2
516,22,11,3024,0,33264,0,49237.80762756339,1
517,64,38,1450,2,55100,0,82259.21086238984,2
518,66,6,4958,1,29748,0,32348.25064942409,3
519,47,59,4563,1,269217,0,243412.2243857853,3
520,63,41,2363,0,96883,0,139262.2094986375,2
521,69,47,1823,0,85681,0,116138.84700499655,2
522,22,34,2053,0,69802,0,80823.1735210867,2
523,29,36,953,1,34308,1,36220.61096479443,0
524,33,37,2068,0,76516,0,85217.09952523453,2
525,43,17,381,1,6477,0,9270.63906071584,0
526,43,40,1713,2,68520,0,63672.238328530366,2
527,65,40,1102,2,44080,0,60158.11232778582,0
528,38,54,3544,2,191376,0,155537.67538355078,1
529,56,12,3653,0,43836,0,63316.73572396351,1
530,53,21,3807,2,79947,0,91955.68663111264,1
531,50,40,2756,1,110240,0,105689.67626309558,1
532,47,19,2339,1,44441,0,35641.66208918889,2
533,54,3,4444,1,13332,0,15887.51146491373,3
534,40,18,2364,0,42552,0,41324.01350764356,2
535,27,53,2812,0,149036,0,185085.57810719844,1
536,22,51,2221,1,113271,0,112910.6279755484,2
537,53,19,3021,1,57399,0,49455.94387604289,1
538,51,47,2481,1,116607,0,134510.38878081756,2
